funcionario_id,treinamento_id,data_conclusao,nota,aprovado
F0142,TREIN005,2025-01-05,9.0,True
F0143,TREIN001,2025-07-09,8.6,True
F0144,TREIN014,2024-09-04,8.3,True
F0144,TREIN006,2026-04-14,6.8,False
F0144,TREIN018,2025-08-07,7.2,True
F0144,TREIN015,2025-04-17,6.2,False
F0145,TREIN019,2025-05-15,6.9,False
F0145,TREIN010,2026-08-30,6.6,False
F0145,TREIN016,2025-10-29,9.8,True
F0145,TREIN018,2024-11-19,7.9,True
F0146,TREIN014,2024-11-10,7.0,True
F0146,TREIN006,2026-05-02,9.1,True
F0146,TREIN016,2025-04-15,10.0,True
F0146,TREIN023,2026-06-25,8.4,True
F0147,TREIN019,2024-09-29,7.9,True
F0147,TREIN016,2024-09-21,9.3,True
F0147,TREIN014,2025-08-15,8.1,True
F0147,TREIN009,2025-01-20,6.1,False
F0147,TREIN021,2025-12-10,6.7,False
F0149,TREIN011,2024-09-22,6.5,False
F0149,TREIN015,2026-03-18,6.2,False
F0150,TREIN014,2025-11-07,8.1,True
F0150,TREIN021,2026-06-15,8.1,True
F0150,TREIN012,2024-11-27,6.7,False
F0150,TREIN002,2026-05-28,8.4,True
F0150,TREIN010,2026-03-14,8.2,True
