funcionario_id,competencia_id,nivel_atual,nivel_obrigatorio,data_avaliacao,fonte_avaliacao,risco_lacuna_critica
F0080,COMP020,5,2,2026-02-27,TesteTecnico,0
F0081,COMP002,1,2,2025-11-22,TesteTecnico,1
F0081,COMP003,3,2,2026-01-31,Certificacao,0
F0081,COMP006,2,2,2025-11-13,Certificacao,0
F0081,COMP014,2,2,2026-06-02,AvaliacaoGestor,0
F0081,COMP001,1,2,2026-02-08,Autoavaliacao,1
F0081,COMP004,2,2,2026-03-26,Certificacao,0
F0082,COMP002,2,2,2026-05-22,Certificacao,0
F0082,COMP003,2,2,2025-10-18,AvaliacaoGestor,0
F0082,COMP014,2,2,2026-05-24,AvaliacaoGestor,0
F0082,COMP001,5,2,2026-08-20,AvaliacaoGestor,0
F0082,COMP018,1,2,2026-03-14,Autoavaliacao,1
F0082,COMP004,2,2,2026-03-28,Autoavaliacao,0
F0083,COMP015,2,2,2025-12-24,Autoavaliacao,0
F0083,COMP003,1,2,2025-09-02,Certificacao,1
F0083,COMP017,3,2,2025-12-09,TesteTecnico,0
F0083,COMP018,2,2,2026-01-10,Autoavaliacao,0
F0084,COMP002,2,2,2026-07-25,Autoavaliacao,0
F0084,COMP012,1,2,2026-05-03,Certificacao,1
F0084,COMP008,4,2,2026-02-12,Certificacao,0
F0084,COMP009,4,2,2026-05-05,Autoavaliacao,0
F0084,COMP001,1,2,2025-11-06,Autoavaliacao,1
F0084,COMP005,3,2,2026-01-14,TesteTecnico,0
F0084,COMP017,2,2,2025-12-01,Certificacao,0
F0084,COMP004,1,2,2026-01-13,Certificacao,1
F0085,COMP002,4,2,2025-09-06,Autoavaliacao,0
F0085,COMP012,4,2,2026-06-18,Autoavaliacao,0
F0085,COMP008,2,2,2026-02-11,Autoavaliacao,0
F0085,COMP009,2,2,2026-06-04,Autoavaliacao,0
F0085,COMP014,2,2,2025-11-21,AvaliacaoGestor,0
F0085,COMP001,2,2,2026-06-22,Autoavaliacao,0
F0085,COMP004,3,2,2026-06-27,AvaliacaoGestor,0
F0086,COMP002,2,2,2026-07-25,Autoavaliacao,0
F0086,COMP003,1,2,2025-10-06,TesteTecnico,1
F0086,COMP012,1,2,2026-03-16,Autoavaliacao,1
F0086,COMP014,5,2,2026-08-07,AvaliacaoGestor,0
F0086,COMP001,2,2,2026-02-11,TesteTecnico,0
F0086,COMP004,5,2,2026-06-05,Certificacao,0
F0087,COMP002,5,2,2026-06-17,Autoavaliacao,0
F0087,COMP006,1,2,2025-10-05,Certificacao,1
F0087,COMP001,2,2,2026-08-01,Autoavaliacao,0
F0087,COMP005,3,2,2026-01-30,AvaliacaoGestor,0
F0087,COMP004,1,2,2025-10-14,Autoavaliacao,1
F0088,COMP002,2,2,2026-03-09,Certificacao,0
F0088,COMP012,3,2,2026-08-19,Certificacao,0
F0088,COMP008,1,2,2026-04-11,Autoavaliacao,1
F0088,COMP009,2,2,2025-12-04,Certificacao,0
F0088,COMP016,1,2,2026-06-12,Autoavaliacao,1
F0088,COMP014,3,2,2026-04-18,Autoavaliacao,0
F0088,COMP001,1,2,2025-11-11,TesteTecnico,1
F0089,COMP006,4,2,2025-09-09,Certificacao,0
F0089,COMP013,1,2,2025-09-06,Certificacao,1
F0089,COMP020,1,2,2025-11-17,AvaliacaoGestor,1
F0089,COMP001,2,2,2025-11-28,Certificacao,0
F0089,COMP005,2,2,2026-07-17,Autoavaliacao,0
F0089,COMP007,3,2,2026-08-22,TesteTecnico,0
F0090,COMP002,1,2,2026-06-27,Certificacao,1
F0090,COMP016,2,2,2026-08-02,Autoavaliacao,0
F0090,COMP015,3,2,2026-07-07,Certificacao,0
F0090,COMP017,2,2,2025-09-06,TesteTecnico,0
F0090,COMP011,2,2,2026-03-31,Certificacao,0
F0091,COMP002,2,2,2025-10-09,TesteTecnico,0
F0091,COMP006,1,2,2025-09-04,Certificacao,1
F0091,COMP001,3,2,2026-02-20,Certificacao,0
F0091,COMP012,2,2,2026-06-28,AvaliacaoGestor,0
F0092,COMP002,1,2,2026-05-31,Certificacao,1
F0092,COMP003,1,2,2025-10-09,Autoavaliacao,1
F0092,COMP013,1,2,2026-03-16,Autoavaliacao,1
F0092,COMP019,4,2,2026-06-08,Autoavaliacao,0
F0092,COMP001,2,2,2026-01-16,Autoavaliacao,0
F0092,COMP005,3,2,2025-09-12,Autoavaliacao,0
F0093,COMP001,1,2,2026-02-16,TesteTecnico,1
F0093,COMP009,1,2,2026-02-02,TesteTecnico,1
F0093,COMP012,2,2,2025-11-26,TesteTecnico,0
F0093,COMP004,5,2,2025-11-10,AvaliacaoGestor,0
F0094,COMP002,2,2,2026-04-04,Autoavaliacao,0
F0094,COMP012,2,2,2026-07-26,Certificacao,0
F0094,COMP008,5,2,2026-06-11,Autoavaliacao,0
F0094,COMP009,1,2,2026-03-12,TesteTecnico,1
F0094,COMP015,2,2,2025-10-02,AvaliacaoGestor,0
F0094,COMP014,2,2,2026-06-13,Autoavaliacao,0
F0094,COMP001,3,2,2026-05-27,TesteTecnico,0
F0095,COMP003,2,2,2026-05-03,Autoavaliacao,0
F0095,COMP009,5,2,2026-06-15,Autoavaliacao,0
F0095,COMP018,5,2,2026-07-19,Certificacao,0
F0095,COMP017,2,2,2026-05-22,Autoavaliacao,0
F0095,COMP020,3,2,2025-10-10,Certificacao,0
F0096,COMP003,2,2,2026-02-10,TesteTecnico,0
F0096,COMP019,2,2,2026-07-17,TesteTecnico,0
F0096,COMP002,5,2,2026-02-24,AvaliacaoGestor,0
F0096,COMP016,2,2,2026-01-19,TesteTecnico,0
F0097,COMP003,1,2,2025-09-10,Autoavaliacao,1
F0097,COMP002,4,2,2025-11-28,TesteTecnico,0
F0097,COMP008,1,2,2025-11-22,Autoavaliacao,1
F0097,COMP019,2,2,2025-12-01,TesteTecnico,0
F0097,COMP009,1,2,2026-01-01,Certificacao,1
F0098,COMP002,1,2,2025-12-18,AvaliacaoGestor,1
F0098,COMP003,5,2,2026-06-05,AvaliacaoGestor,0
F0098,COMP013,1,2,2026-06-29,Autoavaliacao,1
F0098,COMP001,2,2,2026-05-21,AvaliacaoGestor,0
F0098,COMP005,2,2,2026-03-22,Autoavaliacao,0
F0099,COMP003,2,2,2026-04-13,TesteTecnico,0
F0099,COMP013,1,2,2025-09-08,TesteTecnico,1
F0099,COMP019,3,2,2026-06-18,Autoavaliacao,0
F0099,COMP002,1,2,2026-04-08,Certificacao,1
F0100,COMP002,2,2,2026-08-13,AvaliacaoGestor,0
F0100,COMP006,3,2,2025-10-20,TesteTecnico,0
F0100,COMP013,4,2,2025-09-13,AvaliacaoGestor,0
F0100,COMP009,5,2,2026-04-17,Certificacao,0
F0100,COMP001,4,2,2026-03-26,Certificacao,0
F0100,COMP005,1,2,2026-05-08,AvaliacaoGestor,1
F0100,COMP004,5,2,2026-03-21,Certificacao,0
F0101,COMP002,2,2,2025-12-27,Certificacao,0
F0101,COMP003,1,2,2026-07-30,Certificacao,1
F0101,COMP012,2,2,2026-06-24,Autoavaliacao,0
F0101,COMP014,3,2,2026-08-03,AvaliacaoGestor,0
F0101,COMP001,2,2,2026-03-01,AvaliacaoGestor,0
F0101,COMP007,5,2,2025-12-17,TesteTecnico,0
F0102,COMP003,5,2,2026-06-03,TesteTecnico,0
F0102,COMP008,2,2,2026-03-09,AvaliacaoGestor,0
F0102,COMP015,2,2,2025-09-14,Autoavaliacao,0
F0102,COMP001,5,2,2026-08-07,AvaliacaoGestor,0
F0102,COMP018,1,2,2026-05-11,AvaliacaoGestor,1
F0102,COMP004,2,2,2025-10-03,TesteTecnico,0
F0103,COMP003,1,2,2025-10-29,Autoavaliacao,1
F0103,COMP015,4,2,2025-09-02,Certificacao,0
F0103,COMP016,2,2,2026-03-07,TesteTecnico,0
F0103,COMP001,5,2,2026-03-31,TesteTecnico,0
F0103,COMP018,1,2,2025-12-14,Certificacao,1
F0103,COMP020,2,2,2026-04-02,Autoavaliacao,0
F0104,COMP002,2,2,2026-04-13,Certificacao,0
F0104,COMP006,2,2,2026-05-28,AvaliacaoGestor,0
F0104,COMP003,1,2,2026-08-03,TesteTecnico,1
F0104,COMP014,1,2,2026-08-19,TesteTecnico,1
F0104,COMP001,2,2,2026-01-30,TesteTecnico,0
F0104,COMP005,2,2,2025-11-07,AvaliacaoGestor,0
F0104,COMP011,3,2,2025-09-15,TesteTecnico,0
F0104,COMP004,2,2,2025-12-16,Certificacao,0
F0105,COMP002,2,2,2026-01-03,AvaliacaoGestor,0
F0105,COMP012,1,2,2025-09-18,Certificacao,1
F0105,COMP008,1,2,2026-03-04,AvaliacaoGestor,1
F0105,COMP009,2,2,2026-01-29,Certificacao,0
F0105,COMP001,4,2,2026-01-07,Autoavaliacao,0
F0105,COMP018,1,2,2026-01-03,AvaliacaoGestor,1
F0106,COMP013,2,2,2026-06-16,AvaliacaoGestor,0
F0106,COMP012,2,2,2026-02-04,TesteTecnico,0
F0106,COMP001,3,2,2026-07-22,TesteTecnico,0
F0106,COMP017,3,2,2026-03-25,Autoavaliacao,0
F0106,COMP004,4,2,2026-05-17,AvaliacaoGestor,0
F0107,COMP002,5,2,2025-10-12,TesteTecnico,0
F0107,COMP006,2,2,2026-02-17,Autoavaliacao,0
F0107,COMP003,3,2,2026-02-22,Autoavaliacao,0
F0107,COMP012,1,2,2026-08-23,Autoavaliacao,1
F0107,COMP008,1,2,2026-05-09,Certificacao,1
F0107,COMP009,2,2,2026-02-17,Certificacao,0
F0107,COMP016,2,2,2026-04-02,Certificacao,0
F0107,COMP014,2,2,2026-01-22,AvaliacaoGestor,0
F0107,COMP001,5,2,2026-03-02,AvaliacaoGestor,0
F0108,COMP002,3,2,2026-06-26,AvaliacaoGestor,0
F0108,COMP013,1,2,2026-06-30,Certificacao,1
F0108,COMP012,1,2,2026-02-21,Certificacao,1
F0108,COMP008,1,2,2025-11-01,Autoavaliacao,1
F0108,COMP009,1,2,2026-08-08,Autoavaliacao,1
F0108,COMP001,2,2,2026-06-30,Certificacao,0
F0109,COMP002,1,2,2026-03-31,TesteTecnico,1
F0109,COMP003,2,2,2025-10-18,AvaliacaoGestor,0
F0109,COMP001,1,2,2025-12-14,Autoavaliacao,1
F0109,COMP005,2,2,2025-12-21,AvaliacaoGestor,0
F0109,COMP004,2,2,2025-12-08,AvaliacaoGestor,0
F0109,COMP007,5,2,2026-04-03,AvaliacaoGestor,0
F0110,COMP002,1,2,2025-09-14,TesteTecnico,1
F0110,COMP003,2,2,2026-08-26,Autoavaliacao,0
F0110,COMP001,2,2,2026-06-17,Autoavaliacao,0
F0110,COMP005,1,2,2026-07-12,Certificacao,1
F0110,COMP018,2,2,2026-04-03,Certificacao,0
F0111,COMP002,1,2,2026-04-06,Certificacao,1
F0111,COMP003,2,2,2026-01-26,Autoavaliacao,0
F0111,COMP001,2,2,2026-08-28,AvaliacaoGestor,0
F0111,COMP005,1,2,2026-03-17,Certificacao,1
F0111,COMP004,2,2,2026-07-16,Certificacao,0
F0112,COMP002,2,2,2026-04-15,TesteTecnico,0
F0112,COMP003,2,2,2026-01-29,AvaliacaoGestor,0
F0112,COMP006,2,2,2026-06-12,Autoavaliacao,0
F0112,COMP001,2,2,2025-11-14,TesteTecnico,0
F0112,COMP004,5,2,2026-03-02,Autoavaliacao,0
F0113,COMP002,5,2,2026-01-19,Autoavaliacao,0
F0113,COMP006,4,2,2026-08-26,AvaliacaoGestor,0
F0113,COMP019,2,2,2025-12-10,Autoavaliacao,0
F0113,COMP016,1,2,2025-12-29,Certificacao,1
F0113,COMP014,2,2,2026-06-17,Autoavaliacao,0
F0113,COMP001,3,2,2025-12-17,TesteTecnico,0
F0113,COMP005,1,2,2026-07-25,TesteTecnico,1
F0113,COMP004,4,2,2026-04-12,Autoavaliacao,0
F0114,COMP002,1,2,2026-07-23,TesteTecnico,1
F0114,COMP003,2,2,2026-07-18,TesteTecnico,0
F0114,COMP013,1,2,2025-12-21,Autoavaliacao,1
F0114,COMP008,5,2,2026-08-14,Autoavaliacao,0
F0114,COMP001,2,2,2025-12-15,AvaliacaoGestor,0
F0114,COMP018,2,2,2026-03-11,Certificacao,0
F0115,COMP002,2,2,2025-11-19,TesteTecnico,0
F0115,COMP008,2,2,2026-01-13,Autoavaliacao,0
F0115,COMP016,3,2,2026-08-31,Certificacao,0
F0115,COMP015,4,2,2025-11-25,Certificacao,0
F0115,COMP017,1,2,2026-06-09,TesteTecnico,1
F0116,COMP002,3,2,2026-05-28,Autoavaliacao,0
F0116,COMP012,2,2,2026-05-14,TesteTecnico,0
F0116,COMP008,1,2,2026-03-12,Autoavaliacao,1
F0116,COMP009,1,2,2025-10-12,Autoavaliacao,1
F0116,COMP014,2,2,2026-01-10,AvaliacaoGestor,0
F0116,COMP001,1,2,2025-12-04,Autoavaliacao,1
F0117,COMP002,1,2,2025-09-12,AvaliacaoGestor,1
F0117,COMP003,1,2,2026-07-10,TesteTecnico,1
F0117,COMP019,2,2,2025-12-17,TesteTecnico,0
F0117,COMP016,1,2,2026-04-14,TesteTecnico,1
F0117,COMP014,2,2,2026-01-13,AvaliacaoGestor,0
F0117,COMP001,4,2,2025-09-07,Certificacao,0
F0117,COMP005,1,2,2026-05-22,AvaliacaoGestor,1
F0118,COMP002,1,2,2025-12-18,Certificacao,1
F0118,COMP012,2,2,2025-11-18,TesteTecnico,0
F0118,COMP016,2,2,2025-09-21,Certificacao,0
F0118,COMP015,2,2,2026-08-26,Autoavaliacao,0
F0118,COMP005,3,2,2026-08-05,Autoavaliacao,0
F0118,COMP017,3,2,2026-04-08,Certificacao,0
F0118,COMP010,2,2,2025-09-13,Certificacao,0
F0119,COMP002,5,2,2026-07-11,AvaliacaoGestor,0
F0119,COMP003,2,2,2026-05-03,Certificacao,0
F0119,COMP001,1,2,2026-02-18,TesteTecnico,1
F0119,COMP005,2,2,2025-11-23,Autoavaliacao,0
F0119,COMP018,4,2,2026-05-21,TesteTecnico,0
F0120,COMP002,1,2,2026-05-25,Certificacao,1
F0120,COMP003,1,2,2026-05-29,AvaliacaoGestor,1
F0120,COMP001,1,2,2026-02-20,Autoavaliacao,1
F0120,COMP012,2,2,2026-06-27,AvaliacaoGestor,0
F0121,COMP002,1,2,2026-08-12,AvaliacaoGestor,1
F0121,COMP003,1,2,2025-10-16,Certificacao,1
F0121,COMP009,2,2,2026-07-26,Certificacao,0
F0121,COMP001,1,2,2025-12-09,Autoavaliacao,1
F0121,COMP011,1,2,2026-02-01,TesteTecnico,1
F0121,COMP004,3,2,2026-05-15,Certificacao,0
F0122,COMP003,5,2,2025-11-18,Autoavaliacao,0
F0122,COMP002,4,2,2026-01-16,AvaliacaoGestor,0
F0122,COMP012,1,2,2026-08-12,Certificacao,1
F0122,COMP019,2,2,2026-02-16,Certificacao,0
F0122,COMP010,2,2,2026-08-20,Certificacao,0
F0123,COMP003,3,2,2026-03-21,Autoavaliacao,0
F0123,COMP015,1,2,2025-11-30,Autoavaliacao,1
F0123,COMP016,1,2,2025-09-23,AvaliacaoGestor,1
F0123,COMP018,2,2,2026-07-10,AvaliacaoGestor,0
F0123,COMP017,2,2,2025-10-05,Autoavaliacao,0
F0124,COMP002,1,2,2026-07-19,Autoavaliacao,1
F0124,COMP003,4,2,2025-11-20,Autoavaliacao,0
F0124,COMP015,1,2,2026-04-22,TesteTecnico,1
F0124,COMP001,5,2,2026-01-23,Certificacao,0
F0124,COMP005,2,2,2025-12-02,Autoavaliacao,0
F0125,COMP002,1,2,2026-03-02,Autoavaliacao,1
F0125,COMP003,4,2,2025-10-26,Autoavaliacao,0
F0125,COMP001,5,2,2026-02-18,TesteTecnico,0
F0125,COMP005,1,2,2026-01-02,AvaliacaoGestor,1
F0125,COMP020,1,2,2026-02-13,Certificacao,1
F0126,COMP002,1,2,2025-11-22,AvaliacaoGestor,1
F0126,COMP003,2,2,2025-11-12,TesteTecnico,0
F0126,COMP012,1,2,2026-03-29,AvaliacaoGestor,1
F0126,COMP001,2,2,2026-05-16,TesteTecnico,0
F0126,COMP005,1,2,2026-06-11,AvaliacaoGestor,1
F0126,COMP010,4,2,2026-05-25,Autoavaliacao,0
F0126,COMP004,2,2,2025-11-24,TesteTecnico,0
F0127,COMP003,2,2,2026-07-13,AvaliacaoGestor,0
F0127,COMP012,2,2,2026-03-16,Certificacao,0
F0127,COMP001,3,2,2026-07-12,Certificacao,0
F0127,COMP018,1,2,2026-03-23,TesteTecnico,1
F0127,COMP010,2,2,2025-09-11,AvaliacaoGestor,0
F0128,COMP002,1,2,2026-08-30,Certificacao,1
F0128,COMP003,3,2,2025-09-02,TesteTecnico,0
F0128,COMP012,4,2,2026-06-25,Certificacao,0
F0128,COMP019,2,2,2026-01-16,Certificacao,0
F0128,COMP001,2,2,2025-11-23,Autoavaliacao,0
F0128,COMP011,2,2,2026-04-11,AvaliacaoGestor,0
F0129,COMP006,1,2,2025-12-16,Autoavaliacao,1
F0129,COMP013,2,2,2025-11-03,AvaliacaoGestor,0
F0129,COMP003,2,2,2025-11-27,TesteTecnico,0
F0129,COMP009,1,2,2026-02-26,TesteTecnico,1
F0129,COMP001,4,2,2026-06-25,TesteTecnico,0
F0129,COMP005,1,2,2026-02-10,Certificacao,1
F0129,COMP007,1,2,2025-10-22,AvaliacaoGestor,1
F0130,COMP002,3,2,2025-12-28,Certificacao,0
F0130,COMP006,5,2,2026-05-06,Autoavaliacao,0
F0130,COMP015,3,2,2026-08-11,AvaliacaoGestor,0
F0130,COMP014,2,2,2026-02-15,TesteTecnico,0
F0130,COMP001,1,2,2026-08-12,Certificacao,1
F0130,COMP005,4,2,2026-04-20,AvaliacaoGestor,0
F0130,COMP004,5,2,2026-02-26,Autoavaliacao,0
F0131,COMP002,2,2,2026-03-09,TesteTecnico,0
F0131,COMP003,1,2,2025-12-19,AvaliacaoGestor,1
F0131,COMP013,1,2,2026-07-24,Certificacao,1
F0131,COMP008,3,2,2026-06-13,Certificacao,0
F0131,COMP009,1,2,2025-09-28,AvaliacaoGestor,1
F0131,COMP001,2,2,2026-07-05,TesteTecnico,0
F0131,COMP004,2,2,2026-05-17,AvaliacaoGestor,0
F0132,COMP002,3,2,2026-06-25,Autoavaliacao,0
F0132,COMP012,1,2,2026-08-04,AvaliacaoGestor,1
F0132,COMP008,3,2,2025-12-11,TesteTecnico,0
F0132,COMP009,1,2,2025-09-28,Certificacao,1
F0132,COMP014,1,2,2026-01-15,TesteTecnico,1
F0132,COMP001,1,2,2026-05-12,TesteTecnico,1
F0133,COMP002,2,2,2026-06-08,Certificacao,0
F0133,COMP003,1,2,2026-05-07,TesteTecnico,1
F0133,COMP006,2,2,2026-08-24,AvaliacaoGestor,0
F0133,COMP019,2,2,2026-06-17,Autoavaliacao,0
F0133,COMP001,2,2,2025-12-03,Autoavaliacao,0
F0133,COMP005,3,2,2025-10-28,Autoavaliacao,0
F0134,COMP002,2,2,2025-09-09,TesteTecnico,0
F0134,COMP006,5,2,2026-02-18,Certificacao,0
F0134,COMP014,1,2,2026-01-27,AvaliacaoGestor,1
F0134,COMP001,3,2,2026-07-21,Certificacao,0
F0134,COMP005,2,2,2026-04-23,AvaliacaoGestor,0
F0134,COMP017,2,2,2025-11-10,Autoavaliacao,0
F0134,COMP004,2,2,2025-10-01,AvaliacaoGestor,0
F0134,COMP020,2,2,2026-02-04,Certificacao,0
F0135,COMP015,2,2,2026-04-21,TesteTecnico,0
F0135,COMP003,2,2,2025-09-18,TesteTecnico,0
F0135,COMP005,2,2,2025-11-23,TesteTecnico,0
F0135,COMP018,5,2,2026-04-25,Certificacao,0
F0136,COMP002,1,2,2026-05-07,TesteTecnico,1
F0136,COMP013,1,2,2026-07-12,AvaliacaoGestor,1
F0136,COMP012,2,2,2025-11-24,Autoavaliacao,0
F0136,COMP008,2,2,2026-07-17,AvaliacaoGestor,0
F0136,COMP009,2,2,2026-07-18,Autoavaliacao,0
F0136,COMP001,4,2,2026-07-23,Autoavaliacao,0
F0136,COMP005,2,2,2025-10-22,Certificacao,0
F0137,COMP002,2,2,2026-08-27,AvaliacaoGestor,0
F0137,COMP003,2,2,2026-05-25,Autoavaliacao,0
F0137,COMP006,1,2,2025-10-22,AvaliacaoGestor,1
F0137,COMP001,2,2,2026-05-02,Autoavaliacao,0
F0137,COMP005,1,2,2026-04-13,TesteTecnico,1
F0137,COMP020,5,2,2026-02-06,AvaliacaoGestor,0
F0138,COMP002,2,2,2026-03-08,Certificacao,0
F0138,COMP003,3,2,2026-01-12,TesteTecnico,0
F0138,COMP012,2,2,2026-06-04,TesteTecnico,0
F0138,COMP008,1,2,2025-12-18,Certificacao,1
F0138,COMP009,2,2,2025-12-13,Certificacao,0
F0138,COMP019,2,2,2025-09-11,TesteTecnico,0
F0138,COMP014,2,2,2026-04-30,Certificacao,0
F0138,COMP001,2,2,2025-09-18,TesteTecnico,0
F0139,COMP002,5,2,2025-10-12,AvaliacaoGestor,0
F0139,COMP003,1,2,2026-03-24,TesteTecnico,1
F0139,COMP016,1,2,2025-09-08,Certificacao,1
F0139,COMP014,2,2,2026-02-09,Certificacao,0
F0139,COMP001,3,2,2026-01-01,Certificacao,0
F0139,COMP004,4,2,2026-05-31,AvaliacaoGestor,0
F0140,COMP003,2,2,2026-05-19,AvaliacaoGestor,0
F0140,COMP002,3,2,2025-10-20,Certificacao,0
F0140,COMP008,2,2,2026-07-02,Autoavaliacao,0
F0140,COMP019,2,2,2025-10-22,Autoavaliacao,0
F0140,COMP007,1,2,2025-12-29,Certificacao,1
F0141,COMP012,2,2,2026-02-10,AvaliacaoGestor,0
F0141,COMP009,1,2,2026-08-05,TesteTecnico,1
F0141,COMP016,1,2,2025-12-18,Certificacao,1
F0141,COMP001,3,2,2026-01-10,Autoavaliacao,0
F0141,COMP011,2,2,2026-03-24,Autoavaliacao,0
F0142,COMP001,2,2,2026-03-19,Certificacao,0
F0142,COMP012,2,2,2026-05-29,Certificacao,0
F0142,COMP007,5,2,2025-10-23,Certificacao,0
F0143,COMP006,2,2,2025-09-08,Certificacao,0
F0143,COMP002,5,2,2026-04-11,TesteTecnico,0
F0143,COMP016,3,2,2025-11-11,AvaliacaoGestor,0
F0143,COMP015,2,2,2026-05-04,TesteTecnico,0
F0143,COMP017,1,2,2026-06-19,AvaliacaoGestor,1
F0144,COMP002,1,2,2025-10-14,Certificacao,1
F0144,COMP006,2,2,2026-04-26,Autoavaliacao,0
F0144,COMP016,3,2,2026-08-02,AvaliacaoGestor,0
F0144,COMP015,2,2,2025-10-14,Autoavaliacao,0
F0144,COMP001,2,2,2026-04-21,Certificacao,0
F0144,COMP017,4,2,2026-03-09,Autoavaliacao,0
F0145,COMP002,1,2,2025-11-10,AvaliacaoGestor,1
F0145,COMP012,2,2,2026-03-04,Certificacao,0
F0145,COMP008,2,2,2026-01-16,Autoavaliacao,0
F0145,COMP009,4,2,2026-01-07,AvaliacaoGestor,0
F0145,COMP001,2,2,2026-01-29,TesteTecnico,0
F0145,COMP004,1,2,2026-07-23,AvaliacaoGestor,1
F0146,COMP002,4,2,2025-09-03,Certificacao,0
F0146,COMP003,2,2,2026-04-16,TesteTecnico,0
F0146,COMP008,2,2,2025-11-05,TesteTecnico,0
F0146,COMP001,1,2,2026-08-21,AvaliacaoGestor,1
F0146,COMP005,2,2,2025-09-08,Autoavaliacao,0
F0146,COMP011,5,2,2026-07-11,Autoavaliacao,0
F0147,COMP003,1,2,2026-02-10,Autoavaliacao,1
F0147,COMP017,3,2,2026-07-20,TesteTecnico,0
F0147,COMP016,3,2,2026-04-09,TesteTecnico,0
F0147,COMP020,1,2,2025-12-06,AvaliacaoGestor,1
F0148,COMP002,2,2,2026-01-01,TesteTecnico,0
F0148,COMP012,2,2,2025-11-25,TesteTecnico,0
F0148,COMP008,3,2,2025-11-03,TesteTecnico,0
F0148,COMP009,2,2,2025-12-07,Certificacao,0
F0148,COMP001,2,2,2025-11-29,AvaliacaoGestor,0
F0149,COMP003,5,2,2026-04-21,AvaliacaoGestor,0
F0149,COMP017,2,2,2025-12-08,AvaliacaoGestor,0
F0149,COMP015,5,2,2025-12-02,Autoavaliacao,0
F0149,COMP020,2,2,2025-12-31,Certificacao,0
F0150,COMP002,1,2,2026-08-29,Certificacao,1
F0150,COMP014,5,2,2026-02-11,AvaliacaoGestor,0
F0150,COMP001,5,2,2026-02-20,AvaliacaoGestor,0
F0150,COMP012,5,2,2025-10-16,AvaliacaoGestor,0
